Article Name,Text
article-14993.xml,"Police in Northern Ireland say they have ended an overnight search of Belfast Lough after a woman's claim that her baby fell from a ferry into the water proved to be false.
The story that a 37-year-old woman and her infant plunged together into the harbor — but only the mother was rescued — made headlines Thursday across Britain and Ireland.
But police said officers have concluded the woman fell alone. She spent 15 minutes in the water and was treated for hypothermia in a Belfast hospital.
Police say other passengers on the ferry from Scotland reported seeing a baby with the woman, but after interviewing her family, they now believe she had no child with her.
The search lasted 18 hours and involved a police helicopter and several vessels.
"
article-15032.xml,"The first passengers rescued from a helicopter that ditched in the North Sea have arrived at hospital.
Fourteen people - 12 passengers and two crew - were on board the aircraft when it came down 40km off the coast of Aberdeen shortly after noon.
The EC225 helicopter, operated by Bond Offshore, had been on its way from Aberdeen to the offshore Maersk Resilient rig and the Ensco 102 rig.
Rig operator Conoco Phillips said the passengers were contractors on their way to support the drilling rigs.
Two of those on board worked for Halliburton and the others were from Ensco, Brundt and Stag, Conoco Phillips said. The companies could not be immediately contacted for comment.
A Bond spokesman said: ""A low pressure oil warning light came on and the helicopter made a controlled descent and landed in the North Sea. It didn't crash.""
The alarm was raised and a major rescue began. Everyone on board was recovered from the sea and put in life rafts. They were then being flown back to Aberdeen for medical checks, although it is understood nobody was injured.
The coastguard said three search and rescue helicopters, including one from the coastguard and one from the RAF, were at the scene, along with two lifeboats.
The ditching was the latest in a series of incidents involving helicopters in the North Sea.
Sixteen people died when a Super Puma plunged into the sea when its gearbox failed while flying to Aberdeen on April 1st, 2009. The 14 passengers and two crew were returning from BP's Miller platform when it went down 18km north-east of Peterhead.
In February 2009, 18 people survived after a helicopter ditched in the North Sea.
"
article-1526.xml,"21/11/2011 - 17:07:49
A woman has been arrested in connection with the murder of Ciaran Noonan.
The woman, 24, was detained in Dublin this afternoon and taken to Store Street Garda station.
She is being held and questioned under section 30 of the Offences against the State Act.
It is the eighth arrest over the killing of the 29-year-old father of one, whose body was found on farmland in Co Meath earlier this month. No one has yet been charged.
Mr Noonan, who it is believed owed a drug debt, was kidnapped from the East Wall area of Dublin on October 20.
He was murdered before being dumped in a field at Tullaghmeaden, about six miles outside Trim, Co Meath.
His body was not discovered until November 4 after a tip-off.
"
article-15391.xml,"Twenty-nine people, including a woman pregnant with twins, were killed when the Real IRA bomb ripped through the Co Tyrone market town on 15 August, 1998.
The family campaigners have previously demanded a cross-border inquiry into whether the authorities in Northern Ireland and in the Republic of Ireland could have done more to prevent the bombing.
Relatives who commissioned the report met Northern Ireland Secretary Owen Paterson in Belfast on Thursday ahead of presenting the final version to the UK Government next month.
Michael Gallagher, whose 21-year-old son Aiden was murdered in the attack, said the meeting was ""hot and heavy"".
""We told him we have evidence that there was a live police operation going on on August 15 that could have intercepted the bombers,"" he said.
""This is new evidence that hasn't been made public before.""
He added: ""We also have evidence that public officials lied to the general public about the Omagh bombing.
""We will be producing all of that evidence to him on June 18.""
Mr Gallagher said he would not be outlining full details of the evidence unearthed until the report had been passed to the Westminster Government.
The Omagh Support and Self Help Group commissioned the report from a group of London-based consultants who have interviewed key figures associated with the case.
The consultants have also examined material already compiled on the bombing.
The documentation includes police reports from both sides of the Irish border, a probe carried out by the Police Ombudsman in Northern Ireland, plus a government-sponsored review of how intelligence on the attack was handled.
The relatives also secured disclosure of other documents linked to the case.
Four men have been held responsible by a civil court for the bombing. A man accused of murder was cleared by a court in 2007.
"
article-1542.xml,"
A teenager has admitted murdering twelve year old Michaela Davis in West Dublin last year. Jonathan Byrne also pleaded guilty to rape. The body of Michaela Davis was found on the bank of the Royal Canal near Clonsilla in August 2010. A post mortem found that she had been attacked, sexually abused and strangled.
 Byrne from Lohunda Downs in Clonsilla was remanded in custody for sentencing in December.
 At sentencing he will receive a mandatory life sentence and victim impact submissions will also be heard"
article-15473.xml,"The extreme climber known to some as Spiderman has struck again: this time, on France’s new tallest building.
Alain Robert scaled the recently heightened First Tower in the La Defense business district west of Paris today. Hundreds of onlookers peered out of its windows or craned their necks as he went up.
The Frenchman has ascended more than 100 skyscrapers and monuments over his 15-year career of daredevil climbs using no support equipment.
Often his climbs are illegal, but not this time: today’s feat up the 758ft (231m) building was given the go-ahead by its owner.
Robert said he does not battle fear on the way up because “I really don’t have time to be afraid, I really have other things to do."""
article-15590.xml,"FBI agents and Mississippi state troopers prepare to search for kidnapping-slaying suspect Adam Mayes on Wednesday in Guntown, Miss.
Adam Mayes, 35, died Thursday evening after authorities acted on a tip and found him in the area near New Albany, Miss. When they went to arrest him, he shot himself in the head, said Guntown Police Chief Michael Hall.
The girls, Alexandra Bain, 12, and Kyliyah Bain, 8, were being taken to a hospital for observation, Hall said. It was not immediately clear if they were with Mayes when he was killed.
Mayes had been charged with first-degree murder in the April 27 deaths of Jo Ann Bain, 31, and her daughter, Adrienne, 14. Their bodies were found buried outside the Mayes' home a week after they were reported missing by Jo Ann Bain's husband.
Mayes' wife, Teresa, also is charged with first-degree murder in the deaths. She told investigators he killed Jo Ann and Adrienne Bain at their Whiteville, Tenn., home so he could abduct the two young sisters, according to court documents.
Teresa Mayes told investigators that after she saw her husband kill the two in the garage at the Bain home, she drove him, the younger girls and the bodies to Mississippi, according to affidavits filed in court. She faces six felony counts in the case: two first-degree murder charges and four especially aggravated kidnapping charges.
Authorities refused to comment on the motive for the April 27 slayings and abductions.
Mayes' mother-in-law, Josie Tate, told the Associated Press that Mayes thought the missing sisters might actually be his daughters and it caused problems in his marriage to her daughter, Teresa, who is jailed in the case.
"
article-15679.xml,"The U.S. Federal Trade Commission has reached out to Google Inc and Twitter in an investigation into Facebook Inc's $1 billion acquisition of photo-sharing service Instagram, a source familiar with the probe told Reuters.
It was not immediately clear what specific information the FTC was looking for, the source said. The Commission automatically initiates a review of any acquisition of significant size.
The acquisition of the top photo-sharing service on the Internet is a crucial part of Facebook's strategy to bolster its mobile offerings, at a time when consumers are increasingly accessing the Internet through smarpthones.
Facebook had said it hopes to complete the deal -- the largest in Facebook's history -- in the second quarter, but some observers think that may be an ambitious target, given the size of the deal and Facebook's status as the world's No.1 Internet social network with roughly 900 million users.
The FTC's review of the deal comes as Facebook is preparing to raise as much as $12 billion in a record-breaking initial public offering that could occur as soon as next week.
Some investors have cited Facebook's limited advertising revenue from the mobile versions of its service as a potential concern with regards to the company's long-term growth potential.
Facebook and Twitter declined to comment. Google was not immediately available for comment."
article-15708.xml,"Andre Iguodala hopped on the scorer's table and played to the crowd as the catchy 76ers' anthem blared in the arena.
His teammates joined Iguodala and danced along as confetti fluttered around them.
""Number one, Philadelphia. Here they come, team of the year.""
Team of the first round, for sure.
Eight years of going home empty in April is over. The Sixers at last had a reason to go wild.
Iguodala made the go-ahead free throws with 2.2 seconds left and Philadelphia rallied for a 79-78 victory over the top-seeded Chicago Bulls in Game 6 on Thursday night, advancing to the second round of the Eastern Conference playoffs for the first time since 2003.
The 76ers will face Boston, which beat Atlanta in six games, in the conference semifinals.
""I don't know how we won this game,"" coach Doug Collins said.
Collins and the Sixers hardly cared the series win comes with an asterisk.
The Bulls lost reigning MVP Derrick Rose to a torn anterior cruciate ligament in his left knee late in their Game 1 win. Center Joakim Noah missed the last three games with a sprained left ankle.
""I thought we had more than enough to win with,"" Bulls coach Tom Thibodeau said. ""I'm disappointed in the loss but I'm not disappointed in our team.""
Without their stars, the Bulls found it tough to gut one out against the Sixers.
Omer Asik missed two free throws for the Bulls with 7 seconds left that would have given them a three-point lead. Iguodala grabbed the second miss, sprinted the length of the court, and was fouled by Asik on the driving layup.
The Sixers put their season in the hands of one of the worst fourth-quarter free-throw shooters in the NBA.
Collins was hunched over and his hands clasped with Iguodala at the line.
He made both — and 20,362 fans went absolutely wild.
Iguodala made nine of 10 free throws in the fourth quarter in this series after shooting 45 percent (23 of 51) from the line in the period this season.
Iguodala changed his approach at the line this series. He started thinking what it would be like to teach his son how to shoot free throws.
Dads don't miss.
""I was like, 'Son, this is how you shoot free throws,'"" Iguodala said.
The Sixers are the fifth No. 8 seed to win a first-round series against a No. 1 seed. Memphis eliminated San Antonio last season, while Golden State (2007), New York (1999) and Denver (1994) also pulled off the rare feat.
In his second season, Collins had already led the Sixers to their first winning season in seven years. Now, it's on to the second round for the first time since Allen Iverson was an All-Star.
The Sixers were smiling and mobbed each other as they dashed to the locker room to keep the party going.
The Sixers were 2.2 seconds from playing Game 7 in Chicago.
Now, they will pack their bags for the second round. They went 2-1 against the Celtics this season.
Collins had a catch in his voice at the postgame podium and was joined by his 4-year-old grandson, Cooper. Collins rubbed his head and held back tears talking about faith, family and his guys in the locker room.
""I'm a Sixer for life,"" he said.
Iguodala scored 20 points, and Jrue Holiday and Lou Williams each scored 14 for the Sixers who were outrebounded 56-33.
Iguodala snagged the one that mattered.
""We win on a rebound. Something we don't get all night,"" a smiling Collins said.
The Sixers started 20-9 and led the Atlantic Division for the first half of the season until a late fade sent them tumbling toward eighth place.
None of that matters now.
Not even the fact the Bulls were down two stars.
The 50-win Bulls are heading home early a year after they reached the conference finals.
""We were on the ropes and we battled,"" forward Carlos Boozer said. ""In the end, it came down to the very last second. So, it's tough. We were right there, given everything, right there. It will be a long summer.""
Luol Deng had 19 points and 17 rebounds for the Bulls. Richard Hamilton scored 19 points and Boozer grabbed 13 rebounds.
The Bulls had the lock-down defensive effort to nearly pull off the win.
The signature series came in the fourth quarter when the Sixers wasted a forced turnover on the other end with a brutal offensive possession.
Spencer Hawes missed a shot, Thaddeus Young missed two straight in the paint, and Hawes missed again against hands-up defense that sent the bench into a frenzy. Noah was the first one up pumping his fist and screaming encouragement for the fantastic defensive effort.
Hawes fired an airball next time down and there was a collective groan from the crowd.
Iguodala made up for a string of Sixers misses with a tying 3 that made it 70-all.
The Sixers tried to get a laugh by showing the Bulls bench on ""Kiss Cam."" Noah popped his warmup jacket toward the camera and the crowd booed the oversized ""Chicago"" on the big screen.
Noah was one of the top offensive rebounders in the league and the Bulls figured on missing his presence in the middle. Led by Deng and Boozer, the Bulls instead went out and controlled the boards, holding a 49-29 edge early in the fourth.
""We have to use this as motivation to move forward,"" Thibodeau said.
Notes: The Sixers scored a measly 26 first-half points in their Game 5 loss. They led Game 6 48-40 at halftime. The Sixers started 12 of 20 from the field and finished the half at 50 percent. They shot a season-low 32 percent in Game 5 and failed to shoot better than 40 percent in three other games.
"
article-15792.xml,"A senior official at the Indonesian Disaster Victim Identification Agency (DVI) said Friday that ten foreigners were among the victims of crashed Sukhoi Superjet 100 plane in Indonesia's West Java province.
""Those ten foreigners were eight from Russia, one from the United States and another one from France,"" DVI Executive Director Anton Castilani said here.
He said that five people among the 50 listed in the initial passengers manifest had reported to DVI about their safety. They cancelled to board the plane in last minutes before the plane took off from Halim Perdanakusumah airport for a demonstration flight.
""It means that there were 45 people onboard the plane. Identification of 35 Indonesian nationals had been reported by their families to DVI. Families of the French and the U.S. nationals onboard the plane have also reported identification of their relatives,"" Anton said.
He added that the data recorded by the agency fit to the manifest data recorded from the ill-fated Sukhoi plane.
Debris of the crashed plane were mostly found scattered in Cipelang hamlet, Cijeruk subdictrict in Bogor regency in West Java province.
The plane hit the wall of Mount Salak located in Bogor regency on Wednesday afternoon after its pilot contacted the Air Traffic Control (ATC) officials in Halim Perdanakusumah airport, asking permission to descent to 6,000 feet from a height of 10,000 feet.
The Indonesian rescuer team and the army engage helicopters to evacuate the remains of the killed passengers from the crash site in several sorties. Indonesian and Russian teams have prepared a joint team to identify the remains of those perished in the plane crash.
The fatal crash was the first in the world to involve Russia's iconic Sukhoi Superjet 100 passenger plane.
Indonesian president Susilo Bambang Yudhoyono has issued an instruction to undertake a thorough investigation into the crash."
article-15808.xml,"
		Local television showed what appeared to be the plane's tail with the Sukhoi Superjet-100's blue and white logo, part of a wing and bits of twisted metal scattered along Mount Salak's slopes.
Thick fog kept helicopters away from the crash site, officials said, delaying potential answers to what caused the crash. Russian and French investigators arrived to join the probe as the difficulties of reaching bodies or the plane's black box became clear.
""Our six helicopters have been trying to get close to the crash site since this morning,"" said Sunarbowo Sandi, operational chief at Indonesia's search and rescue agency. ""With poor visibility of less than five metres, it's difficult for us to evacuate the victims.""
Mr Sandi said he hoped a ground team of 85 rescue workers using ropes to climb the mountain might reach the wreckage. The jet slammed into the volcano on Wednesday at nearly 480mph, raining debris down the slope.
He said communications with the ground team were difficult and it was still unclear what the climbers would find, given the possibility that much of the wreckage and possibly bodies had tumbled down the near-vertical slope.
Local television station TVOne reported that some rescuers have arrived on the scene and discovered some remnants of the plane but had so far found no survivors. All 45 aboard are feared dead.
The Sukhoi Superjet-100 is Russia's first new model of passenger jet since the fall of the Soviet Union two decades ago and was supposed to kick-start the nation's efforts to modernise its fleet and resurrect its neglected aerospace industry.
The ill-fated Superjet was carrying representatives from local airlines and journalists on what was supposed to be a 50-minute demonstration flight. Just 21 minutes after take-off from a Jakarta airfield, the Russian pilot and co-pilot asked for permission to drop from 10,000ft to 6,000ft. They gave no explanation, disappearing from the radar immediately afterwards. It was not clear why the crew asked to shift course, especially since they were so close to the 7,000ft volcano, or whether they got approval, officials have said.
Communication tapes will be reviewed as part of the investigation, but it is unlikely they will be released to the public soon."
article-15844.xml,"Britain's Prince Charles on a trip to Scotland took on a role that is not normally part of the heir to the throne's strict duties.
The royal visit to the BBC's Glasgow office was standard enough.
For Scottish lunchtime viewers, a gloomy weather forecast would have been no surprise.
The stand-in weatherman however might have come as a shock.
""Well it is an unsettled picture as we head towards the end of the week,"" said the prince as he went live on air after being introduced by the news presenter. ""This afternoon will be cold, wet and windy across most of Scotland. We are under the influence of low pressure and this weather front pushing northwards is bringing cloud and outbreaks of rain.""
As the weather chart went through its animation process behind him, there were hints that the script had been slightly adapted for the royal occasion.
""In the west the rain will be lighter and patchier, there may be a few drier interludes over Dumfries House in Ayrshire... ah ha!... there will be snow for the higher ground of the Highlands and Aberdeenshire. The potential for a few flurries over Balmoral... who the hell wrote this script?"" exclaimed Charles to laughter.
Scotland's royal residences also featured as the Duchess of Cornwall later tried her hand as a weather girl.
The royal couple were visiting Scotland as part of their annual Holyrood week.
"
article-15859.xml,"Spain's Telefonica said first-quarter net profit halved after the value of its stake in Telecom Italia plunged following a capital increase and it cut prices in its recession-hit home country.
Spain's economy, which sunk into a recession in the first three months of 2012, is not expected to grow again until the end of the year at the earliest.
Net profit at the euro zone's largest telecoms company, which operates as o2 in Ireland, fell 54 per cent to E748 million, below the bottom end of analyst forecasts that ranged from E764 million to E1.2 billion.
The bottom line was hit after Telefonica wrote down the value of its 10 per cent indirect stake in Telecom Italia to E337 million. Telefonica invested E2.3 billion when it bought the stake in 2008.
Italy's biggest telecom player posted a net loss for 2011 after a goodwill writedown on its domestic business due to an economic downturn.
Last week Telecom Italia shareholders agreed to refinance its investment vehicle's debt, meaning Telefonica must contribute E277 million to a capital increase and new bond issue.
Telefonica's revenue was virtually flat at E15.5 billion as fast growth in Latin America, which accounts for almost half of group revenue, compensated for tough competition in the company's main European markets, where revenues slipped.
Telefonica chairman Cesar Alierta said the results were in line with the company's targets and reiterated 2012 earnings and debt forecasts."
article-15885.xml,"Adam Lambert and Adam Levine are two of the many celebrities who cheered for President Obama's gay marriage support.
Robin Roberts from ABC News reported last Wednesday that Obama affirmed the legalization of marriage between same sex couples. The statement became hot news over social networking sites in minutes.
It was followed with celebrities reacting positively to it with former 'American Idol' contestant, Adam Lambert, expressing his thoughts over Twitter. Lambert has a boyfriend but emphasized that he still has no plans of tying the knot.
The Sue Sylvester of 'Glee,' Jane Lynch, expressed her joy to the President with a shoutout tweet of ""Obama: Marriage? Gay is okay!"" It was in 2010 when the comedian married her girlfriend.
Even the straight guys like Adam Levine of Maroon 5 thanked Obama for the exemplary leadership the President has shown. Neil Patrick Harris was never left out and wrote a simple 'Bravo!' for the fair US President.
"
article-15897.xml,"A US drone attack over the weekend, which killed al-Qaida operative Fahd al-Quso, is thought to have been a direct result of information from the agent, according to the Guardian. MI6 and MI5 agents are banned from missions leading to assassinations.
Associated Press was made aware of the underwear plot last week but did not publish details until Monday at the request of the White House over operational security.
The Foreign Office declined to confirm or deny the involvement of British intelligence.
"
article-16032.xml,"A man dressed as a member of the Afghan army has opened fire on NATO troops in eastern Afghanistan, killing one soldier. The attack is under investigation. At the same time, the UN reports that civilian deaths are down.
NATO announced on Friday that one of its soldiers had been killed in the east of Afghanistan, shot either by a member of the Afghan security forces or by somebody posing as one.
""An individual in Afghan army uniform turned his weapon against coalition service members in eastern Afghanistan today, killing one service member,"" NATO's mission in Afghanistan said in a statement.
The International Security Assistance Force (ISAF) gave no further details, as per standard policy, saying the soldier's home country would announce his nationality when it saw fit.
ISAF also said the incident was under investigation.
This was the 15th case this year when men dressed in Afghan army uniform opened fire on NATO allies. 20 ISAF soldiers have been killed in such attacks during 2012. Some of the attacks are claimed by the Taliban, who say they have infiltrated the Afghan army's ranks, but others are attributed to friction between the two allied forces.
Civilian deaths recede: UN
The United Nations said on Thursday that civilian casualties in Afghanistan were down 20 percent between January and April this year in comparison to the same period in 2011.
Fighting often ebbs somewhat during the winter months in Afghanistan, with fighting usually intensifying after the snows melt. Over the past few months, the country was subjected to one of its harshest winters in 30 years.
Civilian casualties have generally been on the increase year-on-year in Afghanistan since the US-led invasion in 2001. Last year more than 3,000 civilians were killed and another 4,500 injured in Afghanistan, roughly a 5-percent increase compared to 2010.
"
article-16049.xml,"THE trial of Anders Behring Breivik was interrupted briefly by a family member of a victim who hurled a shoe at the confessed mass killer and yelled ""go to hell"" before being escorted from the court room.
The shoe attack, which came as a coroner presented more autopsy reports on the mostly-young victims of the July massacre at Utoya island was followed by applause, ""bravos"" and tears among onlookers in the courtroom, and led to a temporary suspension of proceedings on the 17th day of the trial.
The black shoe did not hit Breivik but landed on one of his lawyers, Vibeke Hein Baera, who sits between the accused and the onlookers.
""Luckily, it was just a shoe,"" Hein Baera said.
The attacker, a man of Iraqi origin whose brother was one of the 69 people Breivik shot dead on Utoya on July 22, was quickly brought under control by security guards and escorted out of the courtroom as he continued to shout in English: ""Go to Hell!""
When the proceedings resumed a few minutes later, Breivik addressed the onlookers.
""If someone wants to throw something at me, do it at me while I'm entering or leaving, and not at my lawyer,"" he said.
The shoe attack was the first serious incident since the beginning of the 33-year-old right-wing extremist's trial on April 16.
Breivik has been charged with committing terrorist acts on July 22 when he killed a total of 77 people by first bombing a government building in Oslo before going on a shooting rampage on Utoeya, where the ruling Labour Party's youth wing was hosting a summer camp.
He has confessed to the acts but has refused to plead guilty, insisting his massacres were ""cruel but necessary"" to stop the Labour Party's ""multicultural experiment"" and the ""Muslim invasion"" of Norway and Europe.
His mainly young victims were ""legitimate targets,"" he said.
The proceedings have so far been marked by tears and embraces among the survivors and victims' family members gathered in the courtroom, but until Friday none of the onlookers had directly addressed the confessed killer.
While he will surely be found guilty, his 10-week trial will help determine the tricky question of his sanity and whether he will be sent to prison or to a mental institution.
Two court-ordered evaluations have reached opposition conclusions, and it will be up to the five-judge panel to rule on the issue when they hand down their verdict in mid-July.
Breivik himself is intent upon proving his sanity so his anti-Islam ideology will not be written off as the ravings of a lunatic."
article-16056.xml,"
Pirates have hijacked a Greek-owned oil tanker carrying 135,000 tonnes of crude oil in the Arabian Sea, the first successful attack on an oil tanker off the Horn of Africa in more than a year.
The vessel's manager, Dynacom Tankers Management, said it had lost contact with the crew of the MT Smyrni, a Suezmax-class tanker, following the attack off Oman at 11.15 GMT on Thursday.
""The Liberian-flagged tanker, the MT Smyrni, is carrying a cargo of 135,000 tonnes of crude oil,"" it said.
Suezmax tankers typically can transport a crude oil cargo of up to 1m barrels, compared with 2m to 3m barrels for larger oil tankers.
Dynacom gave no further details but Kenya-based piracy expert Andrew Mwangura said the vessel was heading for the Somali coastline. Industry websites said the tanker had sailed from Turkey, but there were mixed reports about its destination.
""Aboard are nine Indians and about eight Filipinos,"" Mwangura, who is maritime editor of Somalia Report, said, adding: ""It is headed to Somalia.""
OceanUSlive.Org, a social networking site for the maritime industry, said the attack was one of four to have taken place in the Arabian Sea in the past few days after a lull in pirate activity.
The hijack success rate for Somali pirates has dropped sharply in recent months, due in part to more merchant ships using armed security guards, razor wire and water cannon to protect themselves.
In its statement, Dynacom did not disclose whether the Smyrni was carrying private security personnel.
On Wednesday, a gang of pirates fired rocket-propelled grenades at a crude tanker 350 miles (565 km) east of Socotra, an island between Yemen and Somalia, according to OceanUSlive.org.
Seaborne gangs have raked in an estimated $150m (£93m) in ransoms in what has become a highly organised, international criminal enterprise, say security analysts
Somali pirates in December released an Italian-owned Aframax oil tanker – smaller than the Suezmax – after receiving an $11.5m (£7.1m) payment. The Savina Caylyn was seized in February 2011.
Despite successful efforts to quell attacks in the Gulf of Aden, international navies have struggled to contain piracy in the Indian Ocean and Arabian Sea owing to the vast distances involved.
"
article-16068.xml,"The Vatican is investigating seven priests from the troubled Legion of Christ religious order for alleged sexual abuse of minors, according to the Associated Press news agency.
All but one case involves alleged abuse dating from decades ago, the Legion said.
Two other priests are also under investigation for alleged sacramental violations, believed to involve using spiritual direction to have inappropriate relations with women.
It is the first time the Vatican is known to have taken action against Legion priests for alleged sexual assault following the scandal of the order's founder.
The church had previously insisted the crimes of the late Reverend Marcial Maciel were his alone.
He was long held up as a model by Pope John Paul II despite credible accusations - later proven - that he raped and molested his seminarians.
The Legion of Christ order had over 900 priests worldwide and was praised for attracting both money and vocations to the priesthood.
Documentation from Vatican archives, however, revealed that as early as the 1950s, the Vatican had evidence that Maciel was a drug addict and paedophile.
Only in 2006 did the Vatican sanction Maciel to a lifetime of penance and prayer for his crimes.
He died in 2008 and a year later the orthodox order confessed he had fathered three children with two different women and had abused his seminarians.
In 2010 the Vatican took control of the Legion and started to implement a system of change.
"
article-16381.xml,"JPMorgan had informed the UK’s Financial Services Authority (FSA) of the situation, but this was a regulatory requirement and there was no indication at this stage that the regulator would take any action, a source familiar with the situation said.
In a Securities and Exchange Commission filing, JPMorgan reported that since the end of March, its chief investment office has had significant mark-to-market losses in its synthetic credit portfolio.
While other gains partially offset the trading loss, the bank estimates the business unit will post a loss of $800 million in the current quarter, excluding private equity results and litigation expenses. The bank previously forecast the unit would make a profit of about $200 million.
“It could cost us as much as $1 billion or more,” in addition to the loss estimated so far, Dimon said. 
The dollar loss, though, could be less significant than the hit to Dimon and the reputation of a bank which was strong enough to take over investment bank Bear Stearns and consumer bank Washington Mutual when they collapsed in 2008.
JPMorgan had $2.32 trillion of assets supported by $190 billion of shareholder equity at the end of March — an equity ratio of almost 13%. That is four times the industry mean and ahead of 10-11% at Citigroup and Bank of America Corp. JPMorgan has been earning more than $4 billion each quarter, on average, for the past two years.
“Jamie has always styled himself as one of the kings of Wall Street,” said Nancy Bush, a longtime bank analyst and contributing editor at SNL Financial. “I don’t know how this went so bad so quickly with his knowledge and aversion to risk.”
Ekta Kapoor files case against Dirty Picture remake"
article-1651.xml,"At least 34 people have been abducted and killed by pro-government militiamen in the city of Homs, activists say.
The UK-based Syrian Observatory for Human Rights quoted witnesses as saying the bodies had been found dumped in a square in the restive city on Monday.
The claim has not been independently verified, as most foreign media are banned from entering Syria.
Meanwhile, Damascus says it responded ""positively"" to an Arab League plan aimed at ending months of unrest.
Foreign ministry spokesman Jihad al-Makdisi told reporters a letter by President Bashar al-Assad's government had been sent to the Cairo-based Arab League, adding that he expected a deal to be signed soon.
He spoke after the expiry of the organisation's latest deadline for Damascus to agree to its peace plan and allow in observers to monitor it or face the imposition of further sanctions approved last week.
The Arab League secretary general, Nabil al-Arabi, confirmed receipt of the letter, but noted that it contained new elements which were now being studied by Arab foreign ministers.
Syria is under pressure to end its crackdown on an uprising the UN says has left more than 4,000 people dead since the unrest began in March. Later on Monday, the Syrian Observatory for Human Rights quoted witnesses as saying that the bodies of at least 34 civilians had been seen by an activist in the pro-government district of al-Zahra.
It said the victims had been seized on Monday by armed regime supporters, known locally as ""shabiha"", from districts opposed to the government.
Government forces have laid siege to Homs for the past two months.
The Observatory also reported that shabiha had abducted a bus driver and his 13 passengers in Homs province on Monday.
The Local Co-ordination Committee, an activist group that documents and organises protests, also said at least 17 people had been killed on Monday, including 14 in Homs.
Last week, UN Human Rights Council strongly condemned the ""gross and systematic"" violations by Syrian forces, and said it was appointing a special investigator to report on the ongoing crackdown.
The Syrian government says it is fighting armed terrorist gangs.
The BBC's Paul Wood, who was smuggled into Syria, reports on the increasing numbers of soldiers defecting to the opposition.
"
article-16735.xml,"An aeroplane belonging to Agni Air crashed in Jomsom, north-west Nepal crashed Monday morning.
11 people have been confirmed dead while 5 people have been rescued alive.
There were total 21 people on the plane with 3 crew members.
Among the rescued are the air hostess of the flight, one minor and two foreigners.
The plane was flying from Pokhara to Jomsom, Mustang. The plane crashed around 10 a.m. local time (0415 GMT).
Rescue operations are being carried on. Most of the passengers are foreigners. The injured have been flown to hospital for treatment.
As per reports, the plane crashed as they failed while turning the plane from a narrow turn. The front portion of the plane has totally been damaged.
Talking to Xinhua, Deputy Inspector General of Police Gynanedra Singh Bhandari said the plane crashed behind the army barrack of the region.
He also said that police and army are conducting rescue operation along with stand by flights to carry the injured.
According to him, the rescue operations were able to be carried soon because the plane crashed near the army barrack."
article-16742.xml,"Greek state television says radical left SYRIZA party leader Alexis Tsipras is refusing to attend the next round of coalition talks on Monday, convened by the country's president.
Tsipras insists he won’t join any coalition government seeking to push ahead with an international bailout deal. The continued political deadlock is bringing the prospect of an election re-run ever closer.
The discussions continue... but without agreement, and apparently, with little compromise.
Leftists leader Alexis Tsipras on Sunday met with President Karolos Papoulias, along with the leaders of Greece’s two other main parties - the conservative ""New Democracy"" and the socialist ""PASOK"".
THEY’RE both accusing Tsipras’s SYRIZA party of shirking its social responsibility, by refusing to participate in a unity government.
But speaking afterwards, Tsipras reiterated that his party was bound by its election promise - to DITCH the country’s EU-IMF-backed bailout agreement.
Tsipras said, ""We take our responsibilities seriously. And the biggest responsibility we have is to not let the people, or our supporters, lose hope. We must not backtrack on what we promised before the election. And we won’t. ""
There remains the small possibility of a coalition that excludes SYRIZA. The smaller Democratic Left party could provide enough seats to form a majority government with New Democracy and PASOK. But they’ve so far refused to consider such a deal - unless the coalition also includes SYRIZA.
The president’s mediation process could potentially run until May 17th, the scheduled opening date for the new parliament.
If no agreement is reached, Greece will have to hold new elections next month, most likely on June 10th or 17th.
"
article-16765.xml,"Mexican authorities have found 49 dismembered bodies on a highway near the northern industrial city of Monterrey. The gruesome find is the latest in a string of suspected drug related killings in the country.
The body parts were found stuffed into bags in the early hours of Sunday. It follows a similar incident last Wednesday, when 18 victims were found decapitated and dismembered near Mexico’s second-largest city, Guadalajara. Both cities are in the state of Nuevo Leon, which has seen escalating violence between rival drug cartels.
More than 47,000 people are thought to have been killed in drug-related attacks since President Felipe Calderon launched a crackdown on organized crime in 2006.
"
article-16788.xml,"No one has been arrested over Sunday’s attack in Kabul and the Taliban have denied any involvement.
The shooting has been strongly condemned by the government.
Afghan presidential spokesman Aimal Faizi said, ""This is shocking news for the Afghan people, for the government of Afghanistan and for the president. The Afghan government strongly condemns this attack. Arsala Rahmani has been killed by enemies of Afghanistan. The killers are enemies of peace and stability.""
Both NATO and the US embassy in Kabul have also condemned the assassination.
Rahmani was one of about 70 influential Afghans and former Taliban members appointed to the High Peace Council. Its aim is to convince insurgent leaders to reconcile with the government.
But the Taliban have so far refused direct contact with the council, which they see as being too close to Hamid Karzai’s government.
With the war now in its 11th year, the council appears to be making little progress.
The killing strikes yet another blow to efforts to find a political resolution."
